iter	Passed	Remaining
1671	22818	4476
1672	22837	4463
1673	22850	4449
1674	22876	4438
1675	22894	4425
1676	22929	4416
1677	22938	4401
1678	22950	4387
1679	22958	4373
1680	22967	4358
1681	22985	4345
1682	22997	4331
1683	23016	4318
1684	23035	4306
1685	23073	4297
1686	23096	4285
1687	23115	4272
1688	23146	4261
1689	23178	4251
1690	23200	4239
1691	23219	4226
1692	23239	4214
1693	23259	4201
1694	23278	4188
1695	23297	4175
1696	23316	4163
1697	23337	4150
1698	23388	4143
1699	23398	4129
1700	23418	4116
1701	23439	4103
1702	23460	4091
1703	23480	4078
1704	23492	4064
1705	23502	4050
1706	23511	4035
1707	23542	4024
1708	23590	4016
1709	23608	4003
1710	23628	3990
1711	23649	3978
1712	23668	3965
1713	23688	3952
1714	23711	3940
1715	23740	3929
1716	23748	3914
1717	23767	3901
1718	23780	3887
1719	23799	3874
1720	23808	3859
1721	23827	3846
1722	23848	3834
1723	23876	3822
1724	23902	3810
1725	23928	3798
1726	23953	3786
1727	23974	3773
1728	23994	3760
1729	24019	3748
1730	24042	3736
1731	24068	3724
1732	24089	3711
1733	24131	3701
1734	24169	3691
1735	24189	3678
1736	24211	3665
1737	24232	3653
1738	24247	3639
1739	24258	3624
1740	24284	3612
1741	24297	3598
1742	24332	3587
1743	24351	3574
1744	24390	3564
1745	24420	3552
1746	24446	3540
1747	24484	3529
1748	24511	3517
1749	24534	3504
1750	24555	3491
1751	24578	3479
1752	24600	3466
1753	24625	3453
1754	24648	3440
1755	24671	3428
1756	24695	3415
1757	24708	3401
1758	24728	3388
1759	24755	3375
1760	24780	3363
1761	24804	3350
1762	24837	3338
1763	24867	3326
1764	24896	3314
1765	24910	3300
1766	24941	3288
1767	24977	3277
1768	25013	3266
1769	25047	3254
1770	25077	3242
1771	25124	3232
1772	25142	3219
1773	25177	3207
1774	25216	3196
1775	25251	3184
1776	25291	3173
1777	25333	3163
1778	25384	3153
1779	25430	3143
1780	25464	3131
1781	25495	3119
1782	25510	3104
1783	25539	3092
1784	25554	3077
1785	25567	3063
1786	25580	3049
1787	25608	3036
1788	25636	3023
1789	25668	3011
1790	25686	2997
1791	25716	2984
1792	25749	2972
1793	25795	2962
1794	25828	2949
1795	25858	2937
1796	25878	2923
1797	25909	2910
1798	25924	2896
1799	25958	2884
1800	25995	2872
1801	26027	2859
1802	26059	2847
1803	26091	2834
1804	26105	2820
1805	26146	2808
1806	26173	2795
1807	26201	2782
1808	26229	2769
1809	26256	2756
1810	26284	2743
1811	26310	2729
1812	26343	2717
1813	26358	2702
1814	26381	2689
1815	26404	2675
1816	26437	2662
1817	26459	2648
1818	26481	2635
1819	26504	2621
1820	26528	2607
1821	26552	2594
1822	26574	2580
1823	26595	2566
1824	26615	2552
1825	26639	2538
1826	26660	2524
1827	26681	2510
1828	26701	2496
1829	26722	2482
1830	26732	2467
1831	26751	2453
1832	26770	2439
1833	26798	2425
1834	26818	2411
1835	26837	2397
1836	26857	2383
1837	26891	2370
1838	26912	2356
1839	26930	2341
1840	26949	2327
1841	26963	2312
1842	26978	2298
1843	26997	2283
1844	27009	2269
1845	27029	2254
1846	27048	2240
1847	27060	2225
1848	27078	2211
1849	27090	2196
1850	27113	2182
1851	27146	2169
1852	27171	2155
1853	27190	2141
1854	27208	2126
1855	27226	2112
1856	27245	2098
1857	27259	2083
1858	27281	2069
1859	27299	2054
1860	27318	2040
1861	27360	2027
1862	27394	2014
1863	27420	2000
1864	27457	1987
1865	27487	1973
1866	27501	1959
1867	27525	1945
1868	27571	1932
1869	27598	1918
1870	27621	1904
1871	27644	1890
1872	27670	1876
1873	27693	1862
1874	27734	1848
1875	27772	1835
1876	27812	1822
1877	27845	1808
1878	27874	1795
1879	27904	1781
1880	27926	1766
1881	27949	1752
1882	27971	1737
1883	27986	1723
1884	28009	1708
1885	28030	1694
1886	28052	1679
1887	28076	1665
1888	28098	1651
1889	28120	1636
1890	28141	1622
1891	28163	1607
1892	28186	1593
1893	28208	1578
1894	28229	1564
1895	28251	1549
1896	28278	1535
1897	28301	1520
1898	28322	1506
1899	28341	1491
1900	28361	1476
1901	28400	1463
1902	28423	1448
1903	28443	1434
1904	28463	1419
1905	28507	1405
1906	28529	1391
1907	28549	1376
1908	28572	1362
1909	28591	1347
1910	28608	1332
1911	28629	1317
1912	28649	1302
1913	28669	1288
1914	28688	1273
1915	28708	1258
1916	28741	1244
1917	28759	1229
1918	28788	1215
1919	28808	1200
1920	28833	1185
1921	28855	1171
1922	28874	1156
1923	28894	1141
1924	28914	1126
1925	28934	1111
1926	28953	1096
1927	28971	1081
1928	28990	1067
1929	29009	1052
1930	29028	1037
1931	29048	1022
1932	29068	1007
1933	29087	992
1934	29105	977
1935	29126	962
1936	29147	948
1937	29174	933
1938	29194	918
1939	29217	903
1940	29232	888
1941	29260	873
1942	29283	859
1943	29308	844
1944	29336	829
1945	29368	814
1946	29397	800
1947	29420	785
1948	29455	770
1949	29482	755
1950	29503	741
1951	29526	726
1952	29549	711
1953	29573	696
1954	29613	681
1955	29636	666
1956	29657	651
1957	29678	636
1958	29709	621
1959	29729	606
1960	29751	591
1961	29772	576
1962	29791	561
1963	29811	546
1964	29830	531
1965	29851	516
1966	29871	501
1967	29890	486
1968	29909	470
1969	29928	455
1970	29952	440
1971	29973	425
1972	29992	410
1973	30013	395
1974	30032	380
1975	30053	365
1976	30072	349
1977	30108	334
1978	30127	319
1979	30171	304
1980	30189	289
1981	30208	274
1982	30233	259
1983	30253	243
1984	30279	228
1985	30298	213
1986	30315	198
1987	30353	183
1988	30371	167
1989	30404	152
1990	30422	137
1991	30439	122
1992	30457	106
1993	30476	91
1994	30496	76
1995	30517	61
1996	30545	45
1997	30565	30
1998	30588	15
1999	30607	0
