iter	RMSE
188	2003.150296
189	2003.149315
190	2003.089723
191	2003.089721
192	2003.089718
193	2003.0877
194	2000.021981
195	2000.021979
196	2000.017581
197	1995.590071
198	1992.426989
199	1991.639776
200	1991.639551
201	1989.576912
202	1986.582392
203	1986.58239
204	1986.582388
205	1986.582386
206	1986.582384
207	1986.582382
208	1986.577459
209	1986.575953
210	1986.575951
211	1986.441196
212	1986.441194
213	1983.60041
214	1983.600408
215	1980.87622
216	1980.278009
217	1977.409081
218	1975.222696
219	1975.222695
220	1975.222693
221	1975.217955
222	1972.801553
223	1972.796955
224	1972.788694
225	1970.131612
226	1968.292722
227	1968.29272
228	1968.29255
229	1968.224506
230	1965.552552
231	1965.533235
232	1965.533233
233	1965.449806
234	1965.417148
235	1965.417147
236	1965.416192
237	1961.390518
238	1960.798654
239	1960.798653
240	1960.798651
241	1960.189859
242	1960.158617
243	1957.301579
244	1955.285636
245	1955.061333
246	1955.061331
247	1951.977282
248	1951.934359
249	1951.934121
250	1951.91384
251	1951.913838
252	1951.889502
253	1951.754988
254	1951.754986
255	1951.754985
256	1951.53589
257	1951.534595
258	1951.39756
259	1951.357437
260	1951.357436
261	1951.357434
262	1949.583794
263	1948.777553
264	1948.710502
265	1946.48665
266	1946.472273
267	1943.473239
268	1943.466698
269	1941.661842
270	1941.322102
271	1941.3221
272	1941.322098
273	1940.919755
274	1940.86506
275	1939.488725
276	1939.479092
277	1939.365831
278	1938.919527
279	1938.919524
280	1936.670251
281	1933.950826
282	1933.950824
283	1933.781961
284	1931.664808
285	1930.394505
286	1930.265609
287	1930.265606
288	1928.081559
289	1925.805482
290	1925.614037
291	1925.312424
292	1924.900775
293	1921.978878
294	1919.756867
295	1919.756864
296	1919.756861
297	1919.597636
298	1919.597633
299	1919.361181
300	1919.088397
301	1918.90173
302	1918.016097
303	1918.016092
304	1918.004054
305	1917.815131
306	1917.815127
307	1917.815122
308	1917.621929
309	1915.603458
310	1914.484277
311	1912.120722
312	1911.972379
313	1911.956537
314	1909.951742
315	1909.951737
316	1909.922565
317	1909.842381
318	1909.842376
319	1907.820069
320	1906.508885
321	1906.50888
322	1906.506722
323	1906.33436
324	1906.334355
325	1906.313575
326	1906.313571
327	1906.209637
328	1904.220439
329	1904.21557
330	1904.215566
331	1904.215562
332	1903.778667
333	1903.648613
334	1903.588151
335	1903.555962
336	1903.555957
337	1903.555952
338	1903.555948
339	1903.36604
340	1903.293819
341	1903.162209
342	1903.100444
343	1903.10044
344	1903.031604
345	1902.908645
346	1902.901013
347	1900.40966
348	1900.247972
349	1900.236266
350	1899.078531
351	1896.718521
352	1896.718517
353	1896.110388
354	1896.110384
355	1896.11038
356	1895.904391
357	1895.70995
358	1895.706783
359	1895.706779
360	1895.468544
361	1895.46854
362	1895.4681
363	1895.317666
364	1895.317662
365	1895.239499
366	1895.230494
367	1895.13445
368	1895.077117
369	1895.059846
370	1895.059843
371	1894.597165
372	1893.590551
373	1893.590547
374	1893.590544
375	1892.354188
376	1892.354077
377	1889.829779
378	1889.746042
379	1889.746039
380	1889.732195
381	1889.732192
382	1887.47013
383	1887.211782
384	1885.386403
385	1885.236492
386	1884.081253
387	1884.08125
388	1881.547285
389	1881.516482
390	1879.336674
391	1879.276322
392	1878.443896
393	1878.345158
394	1878.345155
395	1876.827576
396	1876.819051
397	1876.819048
398	1876.819046
399	1876.773669
400	1876.729829
401	1876.729827
402	1876.694628
403	1876.694625
404	1875.38524
405	1873.072594
406	1873.072592
407	1873.011818
408	1872.990205
409	1870.532814
410	1867.869183
411	1866.380831
412	1866.380829
413	1866.319751
414	1866.225288
415	1866.151074
416	1866.151073
417	1865.908532
418	1864.067737
419	1861.835229
420	1861.835227
421	1861.835226
422	1861.835224
423	1861.835222
424	1861.111929
425	1861.105846
426	1860.647922
427	1860.606982
428	1860.530706
429	1860.509089
430	1860.509088
431	1860.497059
432	1858.92008
433	1857.998022
434	1857.99802
435	1857.913336
436	1857.913334
437	1857.913332
438	1856.79507
439	1856.716568
440	1856.66903
441	1856.664476
442	1856.661626
443	1856.211224
444	1855.325576
445	1855.325575
446	1855.266145
447	1853.237748
448	1851.075309
449	1850.337332
450	1850.33733
451	1850.324889
452	1850.319452
453	1850.319451
454	1850.311713
455	1850.246291
456	1850.246289
457	1850.246288
458	1850.152429
459	1850.087937
460	1850.004054
461	1850.004052
462	1849.282547
463	1847.898369
464	1847.716588
465	1847.716586
466	1847.716584
467	1847.538682
468	1847.53868
469	1847.538678
470	1846.552861
471	1846.495047
472	1846.430013
473	1845.826867
474	1845.820463
475	1845.749227
476	1843.803772
477	1843.014485
478	1843.014483
479	1841.959709
480	1840.475359
481	1839.114867
482	1838.138778
483	1836.194736
484	1835.420198
485	1834.129072
486	1834.12907
487	1834.127878
488	1834.069566
489	1834.017047
490	1833.907245
491	1832.648422
492	1832.491356
493	1832.491354
494	1831.919374
495	1831.915886
496	1831.915884
497	1831.915882
498	1830.089852
499	1830.08985
500	1830.089849
501	1830.04263
502	1828.645876
503	1828.637973
504	1828.637971
505	1828.335873
506	1827.403851
507	1826.49519
508	1826.495189
509	1826.419617
510	1826.094519
511	1824.820009
512	1824.749226
513	1823.181231
514	1821.866528
515	1820.982395
516	1820.088315
517	1820.088313
518	1820.088311
519	1820.000796
520	1820.000794
521	1818.149213
522	1817.332267
523	1817.332265
524	1816.171861
525	1816.171858
526	1816.168648
527	1816.16685
528	1816.166847
529	1816.166845
530	1816.166842
531	1816.102254
532	1816.102252
533	1816.102249
534	1816.101247
535	1816.101244
536	1816.101241
537	1816.101239
538	1816.101237
539	1815.199472
540	1815.179416
541	1815.170981
542	1815.170979
543	1815.159327
544	1815.159325
545	1815.159322
546	1815.119239
547	1815.119237
548	1814.818257
549	1814.818254
550	1814.785774
551	1814.785772
552	1814.78577
553	1814.784677
554	1813.473922
555	1813.472633
556	1813.189294
557	1813.172555
558	1813.123441
559	1813.123439
560	1812.590505
561	1812.590504
562	1812.590063
563	1812.566431
564	1812.56643
565	1811.632098
566	1811.632096
567	1811.632095
568	1811.630096
569	1810.31001
570	1810.263805
571	1809.643994
572	1809.643992
573	1809.643991
574	1809.643979
575	1809.139032
576	1809.101631
577	1809.096289
578	1809.096287
579	1807.247259
580	1806.498256
581	1805.891601
582	1805.891599
583	1805.891598
584	1804.392931
585	1804.39293
586	1804.365813
587	1804.365811
588	1804.273407
589	1804.273405
590	1803.919656
591	1803.688787
592	1803.672704
593	1803.646901
594	1803.6469
595	1803.295858
596	1803.295838
597	1801.609292
598	1801.578305
599	1801.432496
600	1800.91646
601	1800.916459
602	1800.913821
603	1799.875627
604	1799.875626
605	1799.863188
606	1799.84416
607	1799.802697
608	1799.00743
609	1799.006348
610	1798.820505
611	1798.163137
612	1798.0211
613	1797.50847
614	1796.095477
615	1796.073753
616	1796.071215
617	1796.055586
618	1795.944235
619	1794.819172
620	1793.495615
621	1793.495597
622	1792.797932
623	1792.797662
624	1792.583258
625	1792.581781
626	1792.578277
627	1792.578276
628	1792.578262
629	1792.5074
630	1792.507346
631	1792.507344
632	1792.189135
633	1791.141166
634	1791.044558
635	1791.042388
636	1790.042142
637	1790.04214
638	1788.53595
639	1787.210437
640	1787.157578
641	1787.153542
642	1787.137615
643	1787.134377
644	1787.134375
645	1787.122425
646	1787.121776
647	1787.066882
648	1787.026095
649	1786.898687
650	1786.898685
651	1786.898683
652	1786.898682
653	1786.89868
654	1786.898678
655	1785.868856
656	1784.532938
657	1784.531388
658	1784.531387
659	1784.531235
660	1784.472659
661	1784.472658
662	1784.471021
663	1784.451857
664	1783.817706
665	1783.555293
666	1783.555292
667	1782.766749
668	1782.760589
669	1782.733552
670	1782.721681
671	1782.72168
672	1782.721679
673	1782.721678
674	1782.515311
675	1782.511849
676	1782.511848
677	1781.840894
678	1781.79641
679	1781.754268
680	1781.754267
681	1781.754223
682	1781.669317
683	1780.759181
684	1780.560118
685	1780.560117
686	1780.449571
687	1779.541062
688	1779.540352
689	1779.528194
690	1779.492226
691	1779.492225
692	1778.704867
693	1778.704835
694	1778.704834
695	1778.704833
696	1778.410127
697	1778.16142
698	1778.147682
699	1778.094684
700	1777.356544
701	1777.356543
702	1777.356543
703	1777.355563
704	1777.300616
705	1777.300063
706	1777.300062
707	1777.279767
708	1777.279767
709	1776.792131
710	1776.790973
711	1775.839118
712	1775.83637
713	1775.480997
714	1775.480231
715	1775.403572
716	1775.268396
717	1775.253448
718	1774.947465
719	1774.513218
720	1773.817384
721	1773.817384
722	1773.811157
723	1773.801305
724	1773.505995
725	1773.495295
726	1773.127769
727	1773.127768
728	1772.006078
729	1772.006077
730	1771.098776
731	1771.082351
732	1771.08235
733	1770.164689
734	1770.158355
735	1770.146305
736	1770.116765
737	1770.098227
738	1769.186125
739	1768.852311
740	1768.85231
741	1768.067756
742	1767.615024
743	1767.613371
744	1767.613371
745	1767.61337
746	1767.61337
747	1767.252206
748	1766.813238
749	1766.682097
750	1766.682097
751	1766.24651
752	1766.242547
753	1766.242547
754	1765.534473
755	1765.534472
756	1764.717952
757	1764.717951
758	1764.717951
759	1764.71795
760	1764.703344
761	1764.702874
762	1764.01769
763	1764.01769
764	1764.017689
765	1764.017688
766	1764.003392
767	1764.003388
768	1763.494529
769	1763.163413
770	1763.163412
771	1763.119505
772	1762.430189
773	1762.417863
774	1762.417852
775	1762.417774
776	1761.657644
777	1761.602171
778	1761.018026
779	1760.981758
780	1760.971781
781	1760.97178
782	1760.800212
783	1760.730594
784	1760.558369
785	1760.546001
786	1760.066918
787	1760.066915
788	1760.066914
789	1759.977645
790	1759.959985
791	1759.957053
792	1759.102878
793	1758.929573
794	1758.885541
795	1758.882201
796	1758.808175
797	1758.808175
798	1758.68194
799	1758.680637
800	1757.757853
801	1757.444342
802	1757.444341
803	1757.313658
804	1757.266504
805	1757.232569
806	1757.232568
807	1756.388368
808	1756.379613
809	1756.379612
810	1756.297019
811	1756.297018
812	1756.26358
813	1756.263579
814	1756.263578
815	1756.263577
816	1756.263576
817	1755.501076
818	1755.501075
819	1755.501075
820	1755.497815
821	1755.169836
822	1755.157503
823	1755.154646
824	1754.979298
825	1754.970119
826	1754.87103
827	1754.859863
828	1754.15986
829	1754.15986
830	1754.131294
831	1754.130803
832	1753.58466
833	1753.584659
834	1753.568175
835	1753.427642
836	1753.259031
837	1753.24123
838	1753.239052
839	1753.192988
840	1753.191629
841	1753.18973
842	1752.536227
843	1752.536222
844	1752.533546
845	1752.525201
846	1752.287014
847	1751.998859
848	1751.998858
849	1751.947372
850	1751.691742
851	1751.61653
852	1751.587967
853	1751.58794
854	1751.585162
855	1751.152475
856	1750.902357
857	1750.899231
858	1750.809237
859	1750.809237
860	1750.80695
861	1750.750448
862	1750.749053
863	1750.401759
864	1749.939041
865	1749.928348
866	1749.928183
867	1749.928182
868	1749.649033
869	1749.649033
870	1749.649032
871	1749.620225
872	1749.11244
873	1749.092596
874	1748.631218
875	1748.631217
876	1748.629908
877	1748.590895
878	1748.375779
879	1747.742882
880	1747.742882
881	1747.601839
882	1747.601838
883	1747.555743
884	1747.492098
885	1747.431637
886	1747.24345
887	1747.221908
888	1747.221907
889	1747.216184
890	1747.216183
891	1746.984851
892	1746.97257
893	1746.97127
894	1746.534191
895	1746.469678
896	1746.466576
897	1746.462399
898	1746.299783
899	1746.299782
900	1746.29451
901	1746.287284
902	1746.276783
903	1746.240676
904	1746.176947
905	1746.176947
906	1746.048578
907	1746.048577
908	1746.048576
909	1746.048576
910	1745.821283
911	1745.62493
912	1745.624566
913	1745.602795
914	1745.602655
915	1745.602518
916	1745.602517
917	1745.602113
918	1745.602112
919	1745.602112
920	1745.115789
921	1745.115788
922	1745.115788
923	1745.115787
924	1744.981233
925	1744.072343
926	1744.072342
927	1743.978597
928	1743.937007
929	1743.937007
930	1743.899799
931	1743.882886
932	1743.882821
933	1743.851551
934	1743.791141
935	1743.791141
936	1743.791141
937	1743.79114
938	1743.79114
939	1743.548021
940	1743.389923
941	1743.389854
942	1742.697715
943	1742.695727
944	1741.929478
945	1741.92102
946	1741.775431
947	1741.772378
948	1741.772076
949	1741.154201
950	1741.1542
951	1740.69697
952	1740.65516
953	1740.537864
954	1740.436643
955	1740.42298
956	1740.415643
957	1739.922631
958	1739.92263
959	1739.92263
960	1739.854683
961	1739.802363
962	1739.802362
963	1739.801926
964	1739.801278
965	1739.617796
966	1739.617626
967	1739.231592
968	1739.231592
969	1739.231114
970	1738.768848
971	1738.666413
972	1738.614042
973	1738.538917
974	1738.538872
975	1738.537327
976	1738.537283
977	1737.955612
978	1737.946367
979	1737.945326
980	1737.945326
981	1737.796467
982	1737.796467
983	1737.752095
984	1737.567606
985	1737.567606
986	1737.567606
987	1736.93108
988	1736.684221
989	1736.541214
990	1736.541214
991	1735.788767
992	1735.469461
993	1735.469461
994	1735.469461
995	1735.469461
996	1735.464787
997	1735.464787
998	1735.165055
999	1734.851989
1000	1734.851989
1001	1734.851989
1002	1734.83755
1003	1734.661466
1004	1734.1246
1005	1734.122534
1006	1734.122534
1007	1734.120614
1008	1733.934999
1009	1733.809206
1010	1733.803815
1011	1733.751128
1012	1733.668912
1013	1733.668912
1014	1733.646376
1015	1733.602107
1016	1733.571403
1017	1733.571402
1018	1733.571402
1019	1733.406538
1020	1732.680276
1021	1732.678853
1022	1732.678853
1023	1732.678853
1024	1732.676327
1025	1732.629014
1026	1732.629014
1027	1732.342292
1028	1732.050279
1029	1732.002147
1030	1732.000936
1031	1732.000936
1032	1732.000936
1033	1731.932674
1034	1731.438477
1035	1731.438477
1036	1731.438477
1037	1731.154227
1038	1731.151135
1039	1731.151135
1040	1731.151134
1041	1730.714412
1042	1730.714412
1043	1730.705507
1044	1730.69264
1045	1730.692639
1046	1730.456211
1047	1730.377468
1048	1730.377468
1049	1730.357258
1050	1730.357258
1051	1730.356556
1052	1730.335839
1053	1730.335839
1054	1730.33577
1055	1730.2757
1056	1730.2757
1057	1729.904759
1058	1729.898744
1059	1729.59126
1060	1729.59126
1061	1729.59126
1062	1729.585391
1063	1729.541531
1064	1729.365779
1065	1729.365779
1066	1729.329772
1067	1729.231005
1068	1729.230089
1069	1729.20296
1070	1729.170303
1071	1729.097246
1072	1729.097245
1073	1729.093385
1074	1729.093385
1075	1728.868364
1076	1728.868364
1077	1728.802942
1078	1728.69421
1079	1728.694209
1080	1728.671364
1081	1728.671364
1082	1728.671048
1083	1728.671048
1084	1728.671048
1085	1728.671048
1086	1728.671047
1087	1728.464134
1088	1728.464134
1089	1728.464134
1090	1728.464133
1091	1728.464133
1092	1728.377164
1093	1728.259329
1094	1728.19294
1095	1728.192474
1096	1728.180877
1097	1727.902414
1098	1727.902413
1099	1727.854704
1100	1727.803281
1101	1727.634462
1102	1727.634462
1103	1727.634462
1104	1727.634461
1105	1727.336797
1106	1727.238045
1107	1727.229915
1108	1727.214171
1109	1726.797695
1110	1726.604114
1111	1726.51272
1112	1726.51271
1113	1726.01714
1114	1726.001419
1115	1725.980655
1116	1725.585302
1117	1725.577425
1118	1725.548869
1119	1725.539817
1120	1725.539816
1121	1725.539702
1122	1725.15729
1123	1725.152697
1124	1724.906377
1125	1724.53033
1126	1724.526397
1127	1724.450848
1128	1724.449362
1129	1724.234322
1130	1724.199166
1131	1724.161785
1132	1724.012964
1133	1723.953974
1134	1723.932012
1135	1723.929312
1136	1723.442064
1137	1723.384656
1138	1723.33334
1139	1723.333339
1140	1723.229699
1141	1723.229698
1142	1723.134456
1143	1723.134067
1144	1723.134066
1145	1723.045998
1146	1722.915314
1147	1722.915314
1148	1722.86417
1149	1722.864087
1150	1722.86315
1151	1722.83881
1152	1722.715809
1153	1722.714191
1154	1722.336211
1155	1722.336211
1156	1722.33621
1157	1722.33621
1158	1721.685419
1159	1721.678104
1160	1721.667686
1161	1721.667591
1162	1721.63056
1163	1721.63056
1164	1721.630559
1165	1721.108897
1166	1721.108897
1167	1721.10678
1168	1721.099744
1169	1721.099584
1170	1720.493319
1171	1720.470672
1172	1720.470147
1173	1720.469009
1174	1720.453794
1175	1720.205974
1176	1720.205902
1177	1720.141865
1178	1719.738356
1179	1719.736095
1180	1719.736095
1181	1719.652657
1182	1719.428272
1183	1719.215251
1184	1719.215251
1185	1718.895809
1186	1718.766613
1187	1718.343021
1188	1718.343021
1189	1718.337922
1190	1718.314075
1191	1718.292176
1192	1718.292176
1193	1718.292176
1194	1718.292176
1195	1718.289417
1196	1718.230344
1197	1718.22975
1198	1718.228889
1199	1718.228889
1200	1718.225226
1201	1718.074683
1202	1717.795141
1203	1717.79514
1204	1717.777893
1205	1717.777893
1206	1717.331652
1207	1717.203916
1208	1717.203253
1209	1717.117421
1210	1717.116144
1211	1716.788027
1212	1716.788027
1213	1716.586995
1214	1716.57137
1215	1716.472169
1216	1716.142367
1217	1715.705863
1218	1715.705862
1219	1715.705862
1220	1715.696636
1221	1715.696636
1222	1715.696636
1223	1715.696636
1224	1715.665465
1225	1715.665267
1226	1715.649729
1227	1715.34552
1228	1714.970509
1229	1714.920983
1230	1714.605976
1231	1714.483065
1232	1714.483065
1233	1714.38456
1234	1714.384197
1235	1714.245625
1236	1714.197155
1237	1714.126493
1238	1713.91328
1239	1713.91328
1240	1713.91328
1241	1713.810004
1242	1713.80687
1243	1713.802765
1244	1713.800938
1245	1713.795132
1246	1713.794808
1247	1713.340967
1248	1712.983673
1249	1712.983647
1250	1712.973648
1251	1712.901987
1252	1712.789959
1253	1712.706673
1254	1712.706098
1255	1712.705425
1256	1712.548296
1257	1712.539107
1258	1712.539107
1259	1712.537077
1260	1712.537077
1261	1712.527758
1262	1712.391721
1263	1712.3884
1264	1711.762095
1265	1711.467482
1266	1711.296177
1267	1711.114987
1268	1711.114987
1269	1710.974152
1270	1710.974152
1271	1710.973529
1272	1710.958685
1273	1710.958685
1274	1710.958666
1275	1710.824411
1276	1710.82441
1277	1710.751668
1278	1710.747755
1279	1710.747723
1280	1710.684604
1281	1710.22404
1282	1710.156951
1283	1710.117979
1284	1709.841245
1285	1709.841245
1286	1709.687948
1287	1709.23981
1288	1708.898937
1289	1708.611537
1290	1708.611535
1291	1708.17803
1292	1708.116603
1293	1708.115059
1294	1708.112494
1295	1708.11041
1296	1708.11041
1297	1708.079457
1298	1707.687756
1299	1707.607814
1300	1707.607814
1301	1707.515648
1302	1707.382076
1303	1707.348018
1304	1707.347936
1305	1707.343159
1306	1707.262963
1307	1707.262658
1308	1706.727144
1309	1706.159861
1310	1706.159861
1311	1706.159545
1312	1705.918096
1313	1705.865937
1314	1705.865937
1315	1705.865937
1316	1705.847135
1317	1705.847135
1318	1705.721975
1319	1705.721975
1320	1705.33392
1321	1705.201104
1322	1704.989031
1323	1704.779841
1324	1704.753376
1325	1704.753376
1326	1704.751054
1327	1704.596337
1328	1704.495242
1329	1704.346115
1330	1704.14098
1331	1704.121063
1332	1703.868048
1333	1703.631975
1334	1703.631974
1335	1703.586398
1336	1703.477556
1337	1703.466348
1338	1703.466347
1339	1703.434418
1340	1703.370688
1341	1702.819719
1342	1702.665736
1343	1702.317175
1344	1702.259269
1345	1702.249904
1346	1702.249368
1347	1701.995276
1348	1701.958012
1349	1701.938792
1350	1701.835492
1351	1701.801668
1352	1701.756234
1353	1701.706901
1354	1701.451539
1355	1701.451539
1356	1701.451538
1357	1700.984563
1358	1700.834595
1359	1700.808928
1360	1700.718431
1361	1700.272568
1362	1700.272568
1363	1700.272568
1364	1700.029777
1365	1699.85258
1366	1699.848256
1367	1699.848256
1368	1699.838484
1369	1699.838484
1370	1699.630009
1371	1699.473849
1372	1699.274593
1373	1699.274593
1374	1699.265278
1375	1699.096055
1376	1699.090165
1377	1699.090165
1378	1699.090165
1379	1699.090165
1380	1699.054311
1381	1698.928846
1382	1698.877778
1383	1698.799589
1384	1698.487464
1385	1698.271884
1386	1698.260642
1387	1697.902865
1388	1697.902865
1389	1697.87821
1390	1697.588927
1391	1697.495255
1392	1697.494346
1393	1697.494304
1394	1697.22491
1395	1697.042874
1396	1697.042874
1397	1696.812791
1398	1696.812791
1399	1696.810482
1400	1696.810476
1401	1696.810476
1402	1696.810476
1403	1696.808936
1404	1696.808936
1405	1696.787397
1406	1696.601713
1407	1696.220099
1408	1695.813112
1409	1695.403273
1410	1695.403273
1411	1695.403273
1412	1695.388933
1413	1695.387851
1414	1695.238323
1415	1694.989559
1416	1694.986689
1417	1694.986689
1418	1694.895644
1419	1693.978955
1420	1693.978955
1421	1693.822973
1422	1693.819531
1423	1693.600119
1424	1693.600119
1425	1693.505271
1426	1693.046469
1427	1692.713299
1428	1692.713299
1429	1692.676974
1430	1692.584589
1431	1692.519944
1432	1692.203239
1433	1692.061917
1434	1691.467411
1435	1691.065947
1436	1690.8389
1437	1690.535824
1438	1690.307842
1439	1690.307842
1440	1690.304311
1441	1690.255692
1442	1690.185009
1443	1690.185009
1444	1690.116231
1445	1690.116231
1446	1690.03874
1447	1689.698676
1448	1689.022773
1449	1688.96613
1450	1688.739537
1451	1688.721845
1452	1688.44619
1453	1687.844088
1454	1687.67104
1455	1687.249777
1456	1687.249777
1457	1686.981941
1458	1686.786945
1459	1686.714629
1460	1686.714219
1461	1686.360487
1462	1686.360487
1463	1686.360487
1464	1686.32642
1465	1686.120265
1466	1685.958173
1467	1685.806824
1468	1685.653928
1469	1684.931608
1470	1684.7807
1471	1684.072462
1472	1683.429162
1473	1683.260168
1474	1682.976745
1475	1682.564223
1476	1681.850252
1477	1681.850252
1478	1681.850252
1479	1681.282565
1480	1681.140835
1481	1680.867537
1482	1680.650987
1483	1679.917176
1484	1679.299983
1485	1679.299983
1486	1679.298673
1487	1678.682085
1488	1678.128887
1489	1678.128887
1490	1678.056697
1491	1678.046657
1492	1677.916738
1493	1677.614736
1494	1677.45191
1495	1677.083752
1496	1676.94229
1497	1676.780833
1498	1675.786995
1499	1675.786995
1500	1675.786995
1501	1675.786457
1502	1675.786425
1503	1675.625893
1504	1675.5221
1505	1674.96979
1506	1674.392902
1507	1674.237878
1508	1674.237877
1509	1674.231581
1510	1673.655244
1511	1673.528542
1512	1673.397707
1513	1672.973572
1514	1672.934428
1515	1672.805716
1516	1672.103003
1517	1671.840219
1518	1671.429458
1519	1671.155358
1520	1670.091725
1521	1670.07667
1522	1670.059115
1523	1669.165467
1524	1669.156964
1525	1669.020745
1526	1669.020744
1527	1668.930063
1528	1668.157978
1529	1667.782473
1530	1667.312576
1531	1666.823486
1532	1666.472956
1533	1665.644198
1534	1664.738792
1535	1663.990404
1536	1663.411626
1537	1662.787718
1538	1662.066025
1539	1661.887544
1540	1661.705366
1541	1661.22906
1542	1660.887289
1543	1660.644729
1544	1660.433062
1545	1659.286665
1546	1658.709199
1547	1658.622987
1548	1658.207215
1549	1657.501158
1550	1657.465176
1551	1657.465168
1552	1657.293819
1553	1657.265156
1554	1656.69076
1555	1656.690758
1556	1656.19428
1557	1655.568693
1558	1655.459434
1559	1654.868022
1560	1653.581339
1561	1653.082953
1562	1652.827826
1563	1652.186177
1564	1652.183467
1565	1651.897083
1566	1651.531368
1567	1651.51202
1568	1650.886921
1569	1650.886099
1570	1650.883572
1571	1650.513713
1572	1650.500869
1573	1649.935748
1574	1649.4954
1575	1648.971814
1576	1648.26181
1577	1647.705692
1578	1647.515733
1579	1647.501727
1580	1647.501335
1581	1646.4631
1582	1646.435507
1583	1646.311806
1584	1645.178742
1585	1644.66149
1586	1643.883968
1587	1643.405031
1588	1643.020328
1589	1642.170604
1590	1641.83829
1591	1641.837436
1592	1641.504517
1593	1641.504514
1594	1641.246246
1595	1640.834089
1596	1640.114504
1597	1640.102567
1598	1639.979728
1599	1639.965317
1600	1639.457217
1601	1638.23414
1602	1638.172967
1603	1637.128705
1604	1636.876834
1605	1635.655543
1606	1635.651245
1607	1635.617135
1608	1635.615826
1609	1635.082258
1610	1634.580529
1611	1633.768245
1612	1633.172331
1613	1633.16802
1614	1633.144151
1615	1631.939504
1616	1630.883112
1617	1630.586277
1618	1630.133593
1619	1630.13187
1620	1630.131855
1621	1630.123954
1622	1630.11713
1623	1629.656914
1624	1629.656506
1625	1629.642082
1626	1629.182618
1627	1628.335548
1628	1627.810305
1629	1627.752065
1630	1626.02136
1631	1624.514881
1632	1623.996683
1633	1623.079103
1634	1622.66344
1635	1622.004675
1636	1621.065756
1637	1620.655677
1638	1620.020455
1639	1620.0201
1640	1619.726875
1641	1619.403365
1642	1618.793213
1643	1618.531887
1644	1618.530934
1645	1618.530469
1646	1617.654217
1647	1616.503895
1648	1616.407966
1649	1615.930581
1650	1615.300505
1651	1613.801711
1652	1613.32011
1653	1613.319614
1654	1612.931337
1655	1612.930875
1656	1612.930855
1657	1612.929995
1658	1612.103937
1659	1610.895721
1660	1610.38626
1661	1609.186918
1662	1608.73477
1663	1608.722457
