iter	RMSE
1664	1608.494368
1665	1608.037297
1666	1607.921363
1667	1607.907829
1668	1606.74511
1669	1606.145306
1670	1606.137165
1671	1605.247352
1672	1604.905689
1673	1604.902165
1674	1604.515106
1675	1604.174849
1676	1604.119351
1677	1604.118927
1678	1604.118504
1679	1604.114646
1680	1604.11423
1681	1603.807312
1682	1603.797097
1683	1603.399805
1684	1603.047587
1685	1602.873745
1686	1601.842384
1687	1601.267133
1688	1600.510464
1689	1599.790555
1690	1599.787322
1691	1599.509206
1692	1598.490092
1693	1597.88594
1694	1597.315189
1695	1597.269645
1696	1596.863914
1697	1596.474243
1698	1595.399989
1699	1595.399977
1700	1595.337384
1701	1594.932688
1702	1594.012931
1703	1593.3441
1704	1593.340415
1705	1593.339908
1706	1593.339895
1707	1592.617852
1708	1592.191825
1709	1592.179828
1710	1592.152954
1711	1592.151929
1712	1591.654919
1713	1591.001808
1714	1590.493025
1715	1590.49146
1716	1590.491447
1717	1590.457834
1718	1590.441655
1719	1590.216064
1720	1590.215248
1721	1589.752803
1722	1589.740472
1723	1589.330129
1724	1588.916549
1725	1588.437288
1726	1587.66996
1727	1586.874761
1728	1586.863857
1729	1585.929232
1730	1585.566292
1731	1585.22052
1732	1584.921223
1733	1583.846544
1734	1583.551343
1735	1583.024654
1736	1582.50238
1737	1582.489276
1738	1582.474576
1739	1582.474507
1740	1581.879801
1741	1581.879792
1742	1581.645252
1743	1581.632897
1744	1581.526391
1745	1581.013723
1746	1580.496737
1747	1580.154138
1748	1580.110292
1749	1579.217691
1750	1579.206279
1751	1579.04807
1752	1579.03508
1753	1578.931355
1754	1578.06759
1755	1578.04952
1756	1578.041509
1757	1578.041447
1758	1578.041061
1759	1578.026839
1760	1577.195417
1761	1576.352241
1762	1575.856052
1763	1575.845164
1764	1575.834026
1765	1575.83027
1766	1574.846553
1767	1573.964468
1768	1573.479251
1769	1573.473948
1770	1573.456206
1771	1573.227289
1772	1573.226785
1773	1573.204003
1774	1572.428825
1775	1571.594489
1776	1571.13688
1777	1571.098776
1778	1570.277454
1779	1569.888487
1780	1569.873768
1781	1569.832407
1782	1569.83233
1783	1569.25148
1784	1569.251473
1785	1569.250985
1786	1569.2479
1787	1568.780662
1788	1568.49061
1789	1567.690475
1790	1567.686455
1791	1567.464786
1792	1566.994414
1793	1566.532069
1794	1565.691377
1795	1565.248122
1796	1565.23541
1797	1564.423075
1798	1564.423069
1799	1564.017699
1800	1563.995467
1801	1563.542056
1802	1562.759821
1803	1562.014682
1804	1562.014675
1805	1561.896725
1806	1561.681183
1807	1561.513124
1808	1560.731587
1809	1560.719398
1810	1560.528723
1811	1560.498581
1812	1560.054117
1813	1560.050979
1814	1559.97414
1815	1559.953385
1816	1559.946473
1817	1559.945733
1818	1559.499917
1819	1559.491617
1820	1559.470892
1821	1558.703966
1822	1558.677701
1823	1558.396921
1824	1558.378156
1825	1558.165317
1826	1558.106171
1827	1558.047178
1828	1557.675411
1829	1557.646574
1830	1557.64657
1831	1557.609734
1832	1557.58685
1833	1557.580119
1834	1556.874234
1835	1556.854038
1836	1556.83977
1837	1556.824712
1838	1556.097196
1839	1556.051338
1840	1556.035662
1841	1556.024959
1842	1556.016214
1843	1555.5604
1844	1555.55269
1845	1555.188283
1846	1555.15655
1847	1555.14897
1848	1554.837054
1849	1554.822484
1850	1554.392742
1851	1553.66526
1852	1553.006976
1853	1552.156766
1854	1552.139118
1855	1552.132872
1856	1551.420041
1857	1551.411223
1858	1550.70822
1859	1550.442545
1860	1550.226374
1861	1550.203303
1862	1550.190764
1863	1550.18184
1864	1549.482845
1865	1549.468626
1866	1549.468623
1867	1549.45257
1868	1549.211184
1869	1548.523816
1870	1548.51033
1871	1548.497638
1872	1548.449848
1873	1548.08887
1874	1547.660713
1875	1546.995395
1876	1546.822148
1877	1546.800715
1878	1546.785779
1879	1546.366091
1880	1545.764811
1881	1545.749299
1882	1545.727311
1883	1545.720624
1884	1545.308123
1885	1545.296773
1886	1545.28272
1887	1545.269774
1888	1544.919588
1889	1544.495553
1890	1544.246761
1891	1543.833959
1892	1543.708047
1893	1543.030692
1894	1543.014988
1895	1542.952629
1896	1542.517707
1897	1542.175839
1898	1542.137895
1899	1542.12263
1900	1541.695066
1901	1541.067222
1902	1540.585613
1903	1540.572399
1904	1540.557679
1905	1540.157699
1906	1539.544294
1907	1539.106998
1908	1538.526413
1909	1538.521167
1910	1538.51478
1911	1538.500332
1912	1538.06914
1913	1537.736339
1914	1537.095908
1915	1537.04735
1916	1536.936853
1917	1536.903824
1918	1536.338518
1919	1536.293729
1920	1535.888973
1921	1535.872009
1922	1535.855595
1923	1535.664061
1924	1535.647988
1925	1535.047178
1926	1535.03341
1927	1534.993256
1928	1534.560535
1929	1534.31022
1930	1534.295375
1931	1534.247634
1932	1534.168646
1933	1534.157951
1934	1534.1335
1935	1533.808901
1936	1533.799927
1937	1533.790008
1938	1533.779072
1939	1533.156128
1940	1533.150741
1941	1532.731008
1942	1532.722117
1943	1532.428577
1944	1531.806858
1945	1531.792053
1946	1531.707276
1947	1531.690488
1948	1531.580239
1949	1531.56923
1950	1531.324476
1951	1531.322553
1952	1531.310637
1953	1530.701323
1954	1530.150568
1955	1529.969051
1956	1529.957691
1957	1529.926999
1958	1529.643309
1959	1529.61027
1960	1529.293545
1961	1529.27997
1962	1529.15765
1963	1528.77206
1964	1528.706599
1965	1528.630775
1966	1528.330742
1967	1528.316682
1968	1528.113117
1969	1528.099773
1970	1527.830236
1971	1527.461994
1972	1527.453184
1973	1527.340039
1974	1527.328018
1975	1527.185709
1976	1527.13526
1977	1526.892565
1978	1526.886312
1979	1526.267045
1980	1526.252462
1981	1526.238042
1982	1525.929102
1983	1525.904327
1984	1525.891184
1985	1525.871668
1986	1525.861919
1987	1525.478805
1988	1525.459579
1989	1525.380428
1990	1525.349027
1991	1525.335333
1992	1525.320142
1993	1525.141247
1994	1524.765708
1995	1524.363059
1996	1524.358922
1997	1524.328228
1998	1524.297854
1999	1524.284423
